"QTA","FATTURATO","ANNOMESE","ART_COD"
3,449.7,"2019-10","HOOMBC500"
3,439.79,"2019-11","HOOMBC500"
3,394.8,"2019-12","HOOMBC500"
3,394.8,"2020-01","HOOMBC500"
7,964.44,"2020-02","HOOMBC500"
2,248.9,"2020-03","HOOMBC500"
9,1269.19,"2020-05","HOOMBC500"
4,589.69,"2020-07","HOOMBC500"
1,129.99,"2020-09","HOOMBC500"
3,150,"2020-10","HOOMBC500"
1,50,"2020-12","HOOMBC500"
1,50,"2021-03","HOOMBC500"
1,51.99,"2022-11","HOOMBC500"
2,599.8,"2018-03","SONXPERIAXCOMPACT"
1,299.9,"2018-05","SONXPERIAXCOMPACT"
1,299.9,"2018-06","SONXPERIAXCOMPACT"
1,259,"2018-07","SONXPERIAXCOMPACT"
3,899.7,"2018-08","SONXPERIAXCOMPACT"
1,299.9,"2018-09","SONXPERIAXCOMPACT"
1,299.9,"2018-10","SONXPERIAXCOMPACT"
1,199.9,"2018-11","SONXPERIAXCOMPACT"
1,199.9,"2018-12","SONXPERIAXCOMPACT"
1,199.9,"2019-01","SONXPERIAXCOMPACT"
1,199.9,"2019-03","SONXPERIAXCOMPACT"
1,159,"2020-08","SONXPERIAXCOMPACT"
1,50,"2021-02","SONXPERIAXCOMPACT"
1,51.99,"2022-05","SONXPERIAXCOMPACT"
1,5,"2022-07","SONXPERIAXCOMPACT"
7,2099.3,"2018-03","SONXPERIAXCOMPACTW"
2,599.8,"2018-05","SONXPERIAXCOMPACTW"
2,599.8,"2018-06","SONXPERIAXCOMPACTW"
4,1099.71,"2018-07","SONXPERIAXCOMPACTW"
3,899.7,"2018-08","SONXPERIAXCOMPACTW"
1,299.9,"2018-09","SONXPERIAXCOMPACTW"
1,270,"2018-10","SONXPERIAXCOMPACTW"
3,559.8,"2018-11","SONXPERIAXCOMPACTW"
3,548.81,"2018-12","SONXPERIAXCOMPACTW"
1,199.9,"2019-02","SONXPERIAXCOMPACTW"
1,95.01,"2019-03","SONXPERIAXCOMPACTW"
1,179.9,"2019-07","SONXPERIAXCOMPACTW"
1,199.9,"2019-10","SONXPERIAXCOMPACTW"
2,359.81,"2019-11","SONXPERIAXCOMPACTW"
1,159.91,"2019-12","SONXPERIAXCOMPACTW"
1,199.9,"2020-02","SONXPERIAXCOMPACTW"
1,119.01,"2020-04","SONXPERIAXCOMPACTW"
1,119.01,"2020-04","SONXPERIAXCOMPACTW"
1,299,"2018-07","SIEWM14T447IT"
17,6549.59,"2018-03","ARNRSF723SIT1"
588,246312,"2018-04","ARNRSF723SIT1"
302,121365.61,"2018-05","ARNRSF723SIT1"
113,38420.31,"2018-06","ARNRSF723SIT1"
68,21778.44,"2018-07","ARNRSF723SIT1"
27,8543.31,"2018-08","ARNRSF723SIT1"
14,4640.08,"2018-09","ARNRSF723SIT1"
5,1501.01,"2018-10","ARNRSF723SIT1"
3,927.01,"2018-11","ARNRSF723SIT1"
1,269,"2018-12","ARNRSF723SIT1"
2,538,"2019-01","ARNRSF723SIT1"
95,34558.2,"2019-06","ARNRSF723SIT1"
246,85669.02,"2019-07","ARNRSF723SIT1"
95,29136,"2019-08","ARNRSF723SIT1"
124,42588.87,"2019-09","ARNRSF723SIT1"
67,22059.03,"2019-10","ARNRSF723SIT1"
89,31380.59,"2019-11","ARNRSF723SIT1"
27,10393.31,"2019-12","ARNRSF723SIT1"
41,11510.02,"2020-01","ARNRSF723SIT1"
36,9378,"2020-02","ARNRSF723SIT1"
5,1214.01,"2020-03","ARNRSF723SIT1"
2,698,"2020-04","ARNRSF723SIT1"
2,698,"2020-06","ARNRSF723SIT1"
5,1945,"2020-07","ARNRSF723SIT1"
2,898,"2020-08","ARNRSF723SIT1"
4,1796,"2020-09","ARNRSF723SIT1"
8,2494,"2020-10","ARNRSF723SIT1"
10,3243.11,"2020-11","ARNRSF723SIT1"
4,1322.7,"2021-01","ARNRSF723SIT1"
6,2254.2,"2021-02","ARNRSF723SIT1"
6,2289.4,"2021-03","ARNRSF723SIT1"
5,2145,"2021-04","ARNRSF723SIT1"
3,1347.9,"2021-05","ARNRSF723SIT1"
1,449.9,"2021-06","ARNRSF723SIT1"
4,1478.79,"2021-07","ARNRSF723SIT1"
6,2608.5,"2021-08","ARNRSF723SIT1"
1,200,"2021-09","ARNRSF723SIT1"
1,149.99,"2021-10","ARNRSF723SIT1"
1,167.94,"2021-11","ARNRSF723SIT1"
1,179.99,"2019-03","MIESWINGH1PARPLUSECO"
1,229,"2020-09","MIESWINGH1PARPLUSECO"
4,2048.7,"2018-03","HUAMATE9"
1,399,"2018-04","HUAMATE9"
8,3172,"2018-05","HUAMATE9"
3,1197,"2018-06","HUAMATE9"
1,399,"2018-07","HUAMATE9"
2,798,"2018-08","HUAMATE9"
2,518,"2018-09","HUAMATE9"
1,299,"2019-03","HUAMATE9"
1,349,"2020-04","HUAMATE9"
1,199,"2020-08","HUAMATE9"
1,100,"2020-10","HUAMATE9"
9,4718.22,"2018-03","HUAMATE9S"
9,3741.9,"2018-04","HUAMATE9S"
14,5586,"2018-05","HUAMATE9S"
2,798,"2018-06","HUAMATE9S"
4,1571.01,"2018-07","HUAMATE9S"
1,249,"2018-08","HUAMATE9S"
1,100,"2020-10","HUAMATE9S"
1,250,"2018-03","REXRWF1295BW"
1,299,"2018-06","REXRWF1295BW"
1,749,"2018-03","H3GIPHONE7128J"
1,879,"2018-10","H3GIPHONE7128J"
1,139.9,"2018-05","TIMY6IICOMPACT"
1,319,"2018-04","BOHWAK24168IT"
2,548,"2018-05","BOHWAK24168IT"
1,299,"2018-09","BOHWAK24168IT"
1,749,"2018-03","TIMIPHONE7128J"
1,749,"2018-07","TIMIPHONE7128J"
1,799,"2018-03","TIMIPHONE7PLUS32R"
1,499,"2018-03","TIMZENFONE3DELUXE"
1,479,"2018-05","TIMZENFONE3DELUXE"
2,448,"2019-02","TIMZENFONE3DELUXE"
2,673.5,"2019-07","TIMZENFONE3DELUXE"
1,224.5,"2020-03","TIMZENFONE3DELUXE"
1,199,"2020-09","TIMZENFONE3DELUXE"
1,249,"2020-10","TIMZENFONE3DELUXE"
1,90,"2022-03","TIMZENFONE3DELUXE"
1,149.99,"2023-03","TIMZENFONE3DELUXE"
1,449,"2018-08","TIMZENFONE3DELUXEG"
1,129,"2019-02","TIMZENFONE3DELUXEG"
1,299,"2019-05","TIMZENFONE3DELUXEG"
1,224.5,"2020-01","TIMZENFONE3DELUXEG"
1,69.9,"2020-10","TIMZENFONE3DELUXEG"
2,348.99,"2018-03","TIMZENFONE3LASERS"
7,1049.49,"2018-05","TIMZENFONE3LASERS"
4,548.7,"2018-06","TIMZENFONE3LASERS"
5,749.5,"2018-07","TIMZENFONE3LASERS"
4,599.6,"2018-08","TIMZENFONE3LASERS"
1,149.9,"2018-09","TIMZENFONE3LASERS"
1,149.9,"2018-12","TIMZENFONE3LASERS"
1,149.9,"2019-05","TIMZENFONE3LASERS"
2,299.8,"2019-08","TIMZENFONE3LASERS"
1,129,"2019-09","TIMZENFONE3LASERS"
1,70,"2020-03","TIMZENFONE3LASERS"
1,149.9,"2020-09","TIMZENFONE3LASERS"
1,70,"2021-10","TIMZENFONE3LASERS"
9,8082,"2018-05","ARNAQ116D49DIT"
30,26800,"2018-06","ARNAQ116D49DIT"
36,33238.35,"2018-07","ARNAQ116D49DIT"
62,57034.87,"2018-08","ARNAQ116D49DIT"
8,7310,"2018-09","ARNAQ116D49DIT"
22,18729.97,"2018-10","ARNAQ116D49DIT"
24,21902.99,"2018-11","ARNAQ116D49DIT"
7,6007,"2018-12","ARNAQ116D49DIT"
8,7191.3,"2019-01","ARNAQ116D49DIT"
35,30175.99,"2019-02","ARNAQ116D49DIT"
29,20074.7,"2019-03","ARNAQ116D49DIT"
42,29317.9,"2019-04","ARNAQ116D49DIT"
294,217760.18,"2019-05","ARNAQ116D49DIT"
101,72136.29,"2019-06","ARNAQ116D49DIT"
35,24888.54,"2019-07","ARNAQ116D49DIT"
14,9351,"2019-08","ARNAQ116D49DIT"
172,127949.94,"2019-09","ARNAQ116D49DIT"
294,218890.14,"2019-10","ARNAQ116D49DIT"
49,35515.34,"2019-11","ARNAQ116D49DIT"
21,14959.33,"2019-12","ARNAQ116D49DIT"
13,8788.15,"2020-01","ARNAQ116D49DIT"
7,4991,"2020-02","ARNAQ116D49DIT"
4,2882,"2020-03","ARNAQ116D49DIT"
9,6741,"2020-04","ARNAQ116D49DIT"
120,89277.75,"2020-05","ARNAQ116D49DIT"
63,45487,"2020-06","ARNAQ116D49DIT"
107,78773,"2020-07","ARNAQ116D49DIT"
61,44425.85,"2020-08","ARNAQ116D49DIT"
33,25883.87,"2020-09","ARNAQ116D49DIT"
303,238604.89,"2020-10","ARNAQ116D49DIT"
41,26800.5,"2020-11","ARNAQ116D49DIT"
85,43293.57,"2020-12","ARNAQ116D49DIT"
42,19730.23,"2021-01","ARNAQ116D49DIT"
27,11125.72,"2021-02","ARNAQ116D49DIT"
21,7822.13,"2021-03","ARNAQ116D49DIT"
5,1928.7,"2021-04","ARNAQ116D49DIT"
1,399,"2021-05","ARNAQ116D49DIT"
1,349.9,"2021-08","ARNAQ116D49DIT"
1,129.1,"2018-06","ASUZENFONELASERPLUSP"
1,89,"2019-05","ASUZENFONELASERPLUSP"
1,10,"2020-10","ASUZENFONELASERPLUSP"
1,159,"2020-08","APLIPHONESE16DEMO"
1,249.01,"2018-10","APLIPHONESE16RDEMO"
1,279.9,"2018-11","APLIPHONESE16RDEMO"
4,1116,"2018-12","APLIPHONESE16RDEMO"
1,229.01,"2019-01","APLIPHONESE16RDEMO"
1,159,"2020-08","APLIPHONESE16RDEMO"
21,9379,"2018-03","CANGVS4127DWC3"
23,9553.72,"2018-04","CANGVS4127DWC3"
32,14318,"2018-05","CANGVS4127DWC3"
19,8230.33,"2018-06","CANGVS4127DWC3"
26,11521.99,"2018-07","CANGVS4127DWC3"
21,9210.99,"2018-08","CANGVS4127DWC3"
33,14485.99,"2018-09","CANGVS4127DWC3"
4,1756,"2018-10","CANGVS4127DWC3"
31,13100.59,"2018-11","CANGVS4127DWC3"
9,3891,"2018-12","CANGVS4127DWC3"
11,4787,"2019-01","CANGVS4127DWC3"
9,3519.65,"2019-02","CANGVS4127DWC3"
22,7746.85,"2019-03","CANGVS4127DWC3"
9,3959,"2019-04","CANGVS4127DWC3"
6,2569.99,"2019-05","CANGVS4127DWC3"
22,9706.99,"2019-06","CANGVS4127DWC3"
26,10830.27,"2019-07","CANGVS4127DWC3"
35,15151.97,"2019-08","CANGVS4127DWC3"
1090,488008.07,"2019-09","CANGVS4127DWC3"
58,24254.91,"2019-10","CANGVS4127DWC3"
29,12831,"2019-11","CANGVS4127DWC3"
24,10616.1,"2019-12","CANGVS4127DWC3"
11,4619.4,"2020-01","CANGVS4127DWC3"
187,83883,"2020-02","CANGVS4127DWC3"
341,151712.09,"2020-03","CANGVS4127DWC3"
109,47982.6,"2020-04","CANGVS4127DWC3"
54,22730.96,"2020-05","CANGVS4127DWC3"
321,141774.69,"2020-06","CANGVS4127DWC3"
661,293670.88,"2020-07","CANGVS4127DWC3"
87,38266.18,"2020-08","CANGVS4127DWC3"
141,48348.87,"2020-09","CANGVS4127DWC3"
78,21120.84,"2020-10","CANGVS4127DWC3"
7,1903,"2020-11","CANGVS4127DWC3"
5,1565,"2020-12","CANGVS4127DWC3"
4,1037.99,"2021-01","CANGVS4127DWC3"
1,279,"2021-02","CANGVS4127DWC3"
3,758,"2021-03","CANGVS4127DWC3"
2,559.8,"2021-06","CANGVS4127DWC3"
3,625.83,"2021-07","CANGVS4127DWC3"
1,279.9,"2021-08","CANGVS4127DWC3"
2,559.8,"2021-09","CANGVS4127DWC3"
1,50,"2021-11","CANGVS4127DWC3"
1,579.01,"2018-10","INDXWDE961480XWKKKIT"
1,689,"2018-11","INDXWDE961480XWKKKIT"
1,689,"2019-07","INDXWDE961480XWKKKIT"
2,1240.2,"2019-12","INDXWDE961480XWKKKIT"
1,482,"2020-02","INDXWDE961480XWKKKIT"
1,399,"2020-08","INDXWDE961480XWKKKIT"
3,1033.5,"2020-10","INDXWDE961480XWKKKIT"
3,2067,"2020-11","INDXWDE961480XWKKKIT"
1,689,"2020-12","INDXWDE961480XWKKKIT"
3,1967.7,"2021-01","INDXWDE961480XWKKKIT"
1,551.2,"2021-02","INDXWDE961480XWKKKIT"
2,1100.21,"2021-03","INDXWDE961480XWKKKIT"
2,1339,"2021-04","INDXWDE961480XWKKKIT"
1,499,"2021-05","INDXWDE961480XWKKKIT"
1,479,"2021-06","INDXWDE961480XWKKKIT"
3,1283.3,"2021-07","INDXWDE961480XWKKKIT"
1,349.01,"2021-10","INDXWDE961480XWKKKIT"
4,879.6,"2018-03","HOOATN252LI"
3,659.7,"2018-04","HOOATN252LI"
2,439.8,"2018-05","HOOATN252LI"
1,219.9,"2018-06","HOOATN252LI"
3,659.7,"2018-07","HOOATN252LI"
2,439.8,"2018-08","HOOATN252LI"
2,439.8,"2018-09","HOOATN252LI"
1,219.9,"2018-10","HOOATN252LI"
7,1225.46,"2018-11","HOOATN252LI"
3,529.8,"2018-12","HOOATN252LI"
1,99,"2019-03","HOOATN252LI"
2,209.99,"2019-05","HOOATN252LI"
1,20,"2019-06","HOOATN252LI"
3,519.8,"2019-07","HOOATN252LI"
2,319.89,"2019-08","HOOATN252LI"
1,219.9,"2019-10","HOOATN252LI"
1,219.9,"2019-11","HOOATN252LI"
2,229.99,"2019-12","HOOATN252LI"
1,70,"2020-01","HOOATN252LI"
2,439.8,"2020-02","HOOATN252LI"
1,219.9,"2020-03","HOOATN252LI"
1,100,"2020-10","HOOATN252LI"
1,100,"2020-11","HOOATN252LI"
6,60,"2021-02","HOOATN252LI"
1,100,"2021-03","HOOATN252LI"
1,99.99,"2022-02","HOOATN252LI"
4,1396,"2018-03","CANCLT260LS"
5,1455.21,"2018-04","CANCLT260LS"
8,2268.01,"2018-05","CANCLT260LS"
5,1475.7,"2018-06","CANCLT260LS"
2,549,"2018-07","CANCLT260LS"
1,129,"2019-01","CANCLT260LS"
1,100,"2019-03","CANCLT260LS"
1,229,"2019-08","CANCLT260LS"
430,178912.91,"2018-03","INDEWC91083BSIT1"
335,137585.09,"2018-04","INDEWC91083BSIT1"
20,8174,"2018-05","INDEWC91083BSIT1"
24,9861.4,"2018-06","INDEWC91083BSIT1"
369,162830.24,"2018-07","INDEWC91083BSIT1"
282,123420.55,"2018-08","INDEWC91083BSIT1"
98,43618.99,"2018-09","INDEWC91083BSIT1"
29,12111.67,"2018-10","INDEWC91083BSIT1"
488,217158.28,"2018-11","INDEWC91083BSIT1"
474,210340.53,"2018-12","INDEWC91083BSIT1"
202,89814.96,"2019-01","INDEWC91083BSIT1"
53,22956.97,"2019-02","INDEWC91083BSIT1"
55,15269.05,"2019-03","INDEWC91083BSIT1"
1164,510733.76,"2019-04","INDEWC91083BSIT1"
35,13506.98,"2019-05","INDEWC91083BSIT1"
20,8108.97,"2019-06","INDEWC91083BSIT1"
13,4938.92,"2019-07","INDEWC91083BSIT1"
18,6569.41,"2019-08","INDEWC91083BSIT1"
13,4969.99,"2019-09","INDEWC91083BSIT1"
8,3187.01,"2019-10","INDEWC91083BSIT1"
890,394487.2,"2019-11","INDEWC91083BSIT1"
382,168795.51,"2019-12","INDEWC91083BSIT1"
36,13034.72,"2020-01","INDEWC91083BSIT1"
643,303064.43,"2020-02","INDEWC91083BSIT1"
1797,851330.6,"2020-03","INDEWC91083BSIT1"
98,43306.4,"2020-04","INDEWC91083BSIT1"
68,27357.21,"2020-05","INDEWC91083BSIT1"
86,24937.55,"2020-06","INDEWC91083BSIT1"
20,5460.51,"2020-07","INDEWC91083BSIT1"
15,3659.4,"2020-08","INDEWC91083BSIT1"
2,463,"2020-09","INDEWC91083BSIT1"
2,728,"2020-10","INDEWC91083BSIT1"
4,996,"2020-11","INDEWC91083BSIT1"
2,488.5,"2020-12","INDEWC91083BSIT1"
1,199.99,"2021-03","INDEWC91083BSIT1"
2,399.98,"2021-04","INDEWC91083BSIT1"
2,429.89,"2021-05","INDEWC91083BSIT1"
1,279.9,"2021-08","INDEWC91083BSIT1"
1,229.9,"2018-05","HUAMATES128G"
6,2014.99,"2018-03","CANCS1292D301"
3,897,"2018-04","CANCS1292D301"
4,1556,"2018-05","CANCS1292D301"
2,558,"2018-06","CANCS1292D301"
3,817,"2018-09","CANCS1292D301"
1,279,"2018-11","CANCS1292D301"
1,349,"2018-03","CANCS1492D3S"
2,698.99,"2018-04","CANCS1492D3S"
2,468,"2018-05","CANCS1492D3S"
1,299,"2018-06","CANCS1492D3S"
1,299,"2018-09","CANCS1492D3S"
48,17668.41,"2018-03","IGNLTE7312"
26,9305,"2018-04","IGNLTE7312"
7,2258.3,"2018-05","IGNLTE7312"
4,1376,"2018-06","IGNLTE7312"
2,678,"2018-07","IGNLTE7312"
1,349,"2018-11","IGNLTE7312"
1,349.9,"2018-05","TIMLUMIA950XL"
4,446,"2018-03","ASUZENFONEGO5516GB"
1,119,"2018-04","ASUZENFONEGO5516GB"
1,99.99,"2018-05","ASUZENFONEGO5516GB"
2,169.98,"2018-07","ASUZENFONEGO5516GB"
1,99.99,"2018-12","ASUZENFONEGO5516GB"
2,178,"2018-03","ASUZENFONEGO1GBW"
2,158,"2018-04","ASUZENFONEGO1GBW"
1,62.3,"2018-05","ASUZENFONEGO1GBW"
1,79,"2018-06","ASUZENFONEGO1GBW"
1,79,"2018-07","ASUZENFONEGO1GBW"
1,79,"2018-08","ASUZENFONEGO1GBW"
1,79,"2019-05","ASUZENFONEGO1GBW"
10,880,"2018-03","ASUZENFONEGO1GB"
1,79,"2018-04","ASUZENFONEGO1GB"
3,237,"2018-05","ASUZENFONEGO1GB"
2,158,"2018-06","ASUZENFONEGO1GB"
3,217,"2018-07","ASUZENFONEGO1GB"
2,158,"2018-08","ASUZENFONEGO1GB"
1,49.01,"2018-09","ASUZENFONEGO1GB"
1,79,"2018-10","ASUZENFONEGO1GB"
1,49.01,"2018-11","ASUZENFONEGO1GB"
1,79,"2019-01","ASUZENFONEGO1GB"
1,49.9,"2019-02","ASUZENFONEGO1GB"
1,99.9,"2018-03","ELXZS220A"
1,179,"2018-05","ASUZENFLASERPLUS55"
1,129,"2018-08","ASUZENFLASERPLUS55"
2,244,"2018-09","ASUZENFLASERPLUS55"
1,129,"2018-10","ASUZENFLASERPLUS55"
1,129,"2019-07","ASUZENFLASERPLUS55"
1,20,"2020-10","ASUZENFLASERPLUS55"
1,179,"2018-03","ASUZENFLASERPLUS55W"
1,179,"2018-05","ASUZENFLASERPLUS55W"
2,308,"2018-08","ASUZENFLASERPLUS55W"
1,129,"2018-09","ASUZENFLASERPLUS55W"
2,289.22,"2018-03","TIMP9"
3,689.7,"2018-05","TIMP9"
1,199,"2018-06","TIMP9"
1,229.9,"2018-07","TIMP9"
1,109,"2020-02","TIMP9"
5,574.5,"2018-03","ROARH7843WE"
1,114.9,"2018-04","ROARH7843WE"
3,310.23,"2018-05","ROARH7843WE"
4,459.6,"2018-06","ROARH7843WE"
2,229.8,"2018-07","ROARH7843WE"
3,344.7,"2018-08","ROARH7843WE"
2,229.8,"2018-09","ROARH7843WE"
2,229.8,"2018-10","ROARH7843WE"
1,114.9,"2018-11","ROARH7843WE"
2,139.98,"2019-07","ROARH7843WE"
1,114.9,"2020-02","ROARH7843WE"
2,229.8,"2020-07","ROARH7843WE"
1,79.99,"2018-03","ROARH7937WE"
5,599.5,"2018-04","ROARH7937WE"
1,119.9,"2018-05","ROARH7937WE"
3,324.8,"2018-06","ROARH7937WE"
2,239.8,"2018-07","ROARH7937WE"
5,532.85,"2018-08","ROARH7937WE"
1,119.9,"2018-10","ROARH7937WE"
1,119.9,"2019-02","ROARH7937WE"
1,119.9,"2019-07","ROARH7937WE"
1,94.91,"2019-09","ROARH7937WE"
1,119.9,"2020-02","ROARH7937WE"
2,103.98,"2021-08","ROARH7937WE"
3,599.97,"2018-03","ROARH8829"
9,1759.82,"2018-04","ROARH8829"
12,2299.79,"2018-05","ROARH8829"
3,599.97,"2018-06","ROARH8829"
13,2474.7,"2018-07","ROARH8829"
53,10549.47,"2018-08","ROARH8829"
44,8799.56,"2018-09","ROARH8829"
16,3199.84,"2018-10","ROARH8829"
18,3474.83,"2018-11","ROARH8829"
4,606.47,"2018-12","ROARH8829"
3,504.89,"2019-01","ROARH8829"
1,175,"2019-02","ROARH8829"
3,599.97,"2019-03","ROARH8829"
1,199.99,"2019-04","ROARH8829"
2,334.98,"2019-05","ROARH8829"
1,89.9,"2019-06","ROARH8829"
4,799.96,"2019-07","ROARH8829"
9,1431.95,"2019-08","ROARH8829"
1,199.99,"2019-09","ROARH8829"
3,318,"2019-11","ROARH8829"
3,534.98,"2019-12","ROARH8829"
8,1569.83,"2020-02","ROARH8829"
4,694.97,"2020-03","ROARH8829"
4,693.98,"2020-04","ROARH8829"
6,1094.95,"2020-05","ROARH8829"
5,899.95,"2020-06","ROARH8829"
2,349.98,"2020-07","ROARH8829"
5,700.96,"2020-08","ROARH8829"
5,549.99,"2020-10","ROARH8829"
1,100,"2020-11","ROARH8829"
2,179,"2020-12","ROARH8829"
1,100,"2021-03","ROARH8829"
2,200,"2021-04","ROARH8829"
3,274.99,"2021-05","ROARH8829"
2,149.99,"2021-08","ROARH8829"
1,49.99,"2022-06","ROARH8829"
1,99.99,"2023-03","ROARH8829"
1,499,"2018-07","SAMG935B"
1,499,"2018-08","SAMG935B"
1,249.5,"2019-10","SAMG935B"
165,37833.51,"2018-03","HORHONOR6X"
1000,229749.1,"2018-04","HORHONOR6X"
240,55095.91,"2018-05","HORHONOR6X"
36,7976.7,"2018-06","HORHONOR6X"
3,569.7,"2018-07","HORHONOR6X"
2,339.8,"2018-08","HORHONOR6X"
1,169.9,"2018-09","HORHONOR6X"
2,199.8,"2018-11","HORHONOR6X"
137,31375.41,"2018-03","HORHONOR6XS"
675,154940.24,"2018-04","HORHONOR6XS"
267,61252.4,"2018-05","HORHONOR6XS"
33,7586.7,"2018-06","HORHONOR6XS"
12,2478.9,"2018-07","HORHONOR6XS"
6,1019.4,"2018-08","HORHONOR6XS"
6,999.5,"2018-09","HORHONOR6XS"
2,299.8,"2018-10","HORHONOR6XS"
3,299.7,"2018-11","HORHONOR6XS"
1,99.9,"2018-12","HORHONOR6XS"
1,99.9,"2019-02","HORHONOR6XS"
24,5517.6,"2018-03","HORHONOR6XG"
17,3848.3,"2018-04","HORHONOR6XG"
6,1308.5,"2018-05","HORHONOR6XG"
3,689.7,"2018-06","HORHONOR6XG"
1,129.91,"2018-07","HORHONOR6XG"
1,169.9,"2018-08","HORHONOR6XG"
2,308.89,"2018-09","HORHONOR6XG"
1,149.9,"2020-05","HORHONOR6XG"
18,6864.59,"2018-03","SNGUNIS710I"
12,4688,"2018-04","SNGUNIS710I"
20,7980,"2018-05","SNGUNIS710I"
17,6473.02,"2018-06","SNGUNIS710I"
12,4568,"2018-07","SNGUNIS710I"
15,5525.5,"2018-08","SNGUNIS710I"
50,17184.67,"2018-09","SNGUNIS710I"
33,9375.4,"2018-10","SNGUNIS710I"
10,2890.01,"2018-11","SNGUNIS710I"
2,408.3,"2018-12","SNGUNIS710I"
3,597,"2019-01","SNGUNIS710I"
1,199,"2019-02","SNGUNIS710I"
19,6231.01,"2018-03","SNGS4208B"
19,6791.01,"2018-04","SNGS4208B"
12,3959,"2018-05","SNGS4208B"
12,3946.09,"2018-06","SNGS4208B"
8,2612,"2018-07","SNGS4208B"
24,7496.22,"2018-08","SNGS4208B"
31,9870.71,"2018-09","SNGS4208B"
34,9517.01,"2018-10","SNGS4208B"
12,3229,"2018-11","SNGS4208B"
8,2092,"2018-12","SNGS4208B"
1,199,"2019-02","SNGS4208B"
1,199,"2019-03","SNGS4208B"
1,199,"2018-03","OMNP9LITEW"
1,199.9,"2018-05","OMNP9LITEW"
1,149.9,"2018-11","OMNP9LITEW"
2,369.81,"2018-04","OMNP9LITE"
1,149.9,"2018-11","OMNP9LITE"
1,149.9,"2018-12","OMNP9LITE"
1,139.99,"2018-04","OMNXSCREEN"
1,139.99,"2018-07","OMNXSCREEN"
15,22370.23,"2018-03","MIEWKH132WPS"
32,49869.3,"2018-04","MIEWKH132WPS"
12,18708,"2018-05","MIEWKH132WPS"
15,22001.9,"2018-06","MIEWKH132WPS"
21,33115.97,"2018-07","MIEWKH132WPS"
24,37982,"2018-08","MIEWKH132WPS"
12,18719,"2018-09","MIEWKH132WPS"
30,39222.03,"2018-10","MIEWKH132WPS"
40,48741.63,"2018-11","MIEWKH132WPS"
10,12221,"2018-12","MIEWKH132WPS"
8,8842,"2019-01","MIEWKH132WPS"
5,5875,"2019-03","MIEWKH132WPS"
3,3257.99,"2019-04","MIEWKH132WPS"
2,2238.1,"2019-05","MIEWKH132WPS"
1,1125,"2019-06","MIEWKH132WPS"
1,999,"2019-08","MIEWKH132WPS"
1,841,"2019-09","MIEWKH132WPS"
1,1149,"2019-11","MIEWKH132WPS"
1,999,"2020-01","MIEWKH132WPS"
1,899,"2020-02","MIEWKH132WPS"
1,249,"2019-02","CANGV4137TWC3"
17,4188.4,"2018-03","SAMA320B"
10,2149,"2018-04","SAMA320B"
16,3188.4,"2018-05","SAMA320B"
14,2304.1,"2018-06","SAMA320B"
2,399.8,"2018-07","SAMA320B"
3,599.7,"2018-08","SAMA320B"
1,199.9,"2019-02","SAMA320B"
2,399.8,"2019-03","SAMA320B"
2,300,"2019-06","SAMA320B"
8,1999.2,"2018-03","SAMA320G"
8,1799.2,"2018-04","SAMA320G"
7,1389.3,"2018-05","SAMA320G"
6,1118.5,"2018-06","SAMA320G"
1,199.9,"2018-07","SAMA320G"
1,199.9,"2018-08","SAMA320G"
1,199.9,"2019-02","SAMA320G"
1,150,"2019-06","SAMA320G"
1,150,"2019-07","SAMA320G"
14,3498.6,"2018-03","SAMA320P"
8,1599.2,"2018-04","SAMA320P"
10,2039.09,"2018-05","SAMA320P"
5,759.68,"2018-06","SAMA320P"
2,389.89,"2018-07","SAMA320P"
1,199.9,"2018-10","SAMA320P"
1,150,"2019-06","SAMA320P"
1,150,"2019-07","SAMA320P"
1,24.4,"2022-04","SAMA320P"
6,1439.4,"2018-03","SAMA320"
2,439.9,"2018-04","SAMA320"
5,999.5,"2018-05","SAMA320"
1,199.9,"2018-06","SAMA320"
1,199.9,"2018-07","SAMA320"
1,199.9,"2019-06","SAMA320"
2,200,"2021-02","SAMA320"
662,244352.9,"2018-03","SAMA520B"
435,160715.94,"2018-04","SAMA520B"
292,107892.65,"2018-05","SAMA520B"
868,320953.2,"2018-06","SAMA520B"
1577,582010.34,"2018-07","SAMA520B"
23,8507.7,"2018-08","SAMA520B"
11,4068.9,"2018-09","SAMA520B"
1,269.9,"2018-10","SAMA520B"
9,2247.31,"2018-11","SAMA520B"
5,1445,"2018-12","SAMA520B"
4,846.61,"2019-01","SAMA520B"
4,879.6,"2019-02","SAMA520B"
19,3791.4,"2019-03","SAMA520B"
16,3218.4,"2019-04","SAMA520B"
13,2588.7,"2019-05","SAMA520B"
14,2401.91,"2019-06","SAMA520B"
3,519.8,"2019-07","SAMA520B"
1,199.9,"2019-09","SAMA520B"
3,597.9,"2019-10","SAMA520B"
4,749.6,"2020-01","SAMA520B"
4,538.7,"2020-02","SAMA520B"
1,199.9,"2020-05","SAMA520B"
2,199.8,"2020-08","SAMA520B"
1,24.4,"2022-04","SAMA520B"
1131,417690.92,"2018-03","SAMA520G"
1012,374128.91000000003,"2018-04","SAMA520G"
1134,418882.55,"2018-05","SAMA520G"
1305,482154.14,"2018-06","SAMA520G"
3633,1342985,"2018-07","SAMA520G"
459,168828.7,"2018-08","SAMA520G"
